GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_ALL_PVAL	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ZNF433-AS1	11.195194198577406	0.0037067599999999986	2.4310055321387325	NA	0.00370676	NA	207.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPART	11.158852844035723	0.0037747300000000004	2.423114107267561	NA	0.00377473	NA	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IL12A	15.495291656840674	0.003776864116637451	2.4228686398629997	0.0037425045245074	0.115366	21.0	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARL11	15.492613651433995	0.003781345835774887	2.422353600950029	0.0113586784009607	0.0380622	18.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM9B	15.487611779331457	0.003789730622397222	2.4213916589934548	0.0007428552363274	0.58345	18.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRAF7	15.477264003321261	0.003807134982580475	2.4194017249322544	0.0015448970920886	0.282004	46.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLITRK5	15.437027057700476	0.0038755613105355344	2.411665388276624	0.0017190712443425	0.258582	80.0	158.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CEP57L1	15.409466853982574	0.003923126065819633	2.406367736017762	0.0236080156807758	0.0190905	35.0	90.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EZH2	15.40662659067794	0.003928060432177678	2.405821839327195	0.868264920953553	0.000519806	30.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
POLR3G	15.404394654155395	0.003931942238248504	2.4053928707468697	0.0717051111659479	0.00630127	17.0	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C11orf88	11.067223120202284	0.0039516915149502	2.4032169655479705	0.0039516915149502	NA	13.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CECR6	11.010891577553043	0.0040645762344815	2.390984726483139	0.0040645762344815	NA	24.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TCF24	15.318645576939758	0.004083967776471366	2.388917693263845	0.275129327795718	0.0017142	4.0	37.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ALOX15B	15.29969494510375	0.004118337217809443	2.3852780953484416	0.257136623995463	0.00185161	85.0	186.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRPL42	15.258695875526538	0.004193670168973056	2.3774057296713087	0.240165673861909	0.00202351	14.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADAMTS9-AS2	10.930284045972833	0.0042317399999999995	2.373481023400575	NA	0.00423174	NA	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CEP162	15.22456679905186	0.004257411582767277	2.3708543626290153	0.38322554282085	0.00128995	122.0	254.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OTP	15.160832136335024	0.004379005377909751	2.358624521445213	0.0543609591802594	0.00938815	19.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CCDC120	15.143433501018457	0.0044127874383226295	2.355286991788447	0.213452922426183	0.00241181	10.0	86.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TINF2	15.140751141735851	0.00441801837304658	2.3547724823767266	0.157261599684396	0.00327797	38.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SIRT4	15.136341137657475	0.004426631675688266	2.3539266126203966	0.0240808013285759	0.0214543	34.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADGB	15.076395604520634	0.004545362271128572	2.342431497242425	0.0743220443424429	0.00716283	167.0	315.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADGRL3	15.07561607964118	0.004546926654587772	2.342282051241277	0.0005325637017582	1.0	98.0	200.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SQSTM1	15.075099081982424	0.004547964479050039	2.3421829359396247	0.0157515416377361	0.033819	60.0	198.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GARRE1	10.765063861987757	0.004596170000000002	2.337603916298696	NA	0.00459617	NA	196.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DCAF1	15.013810710343211	0.004672658362452284	2.330435970896439	0.0014293773842111	0.384278	72.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZC3H4	15.00881735864702	0.004682964253146043	2.329479157340848	0.749782296971207	0.000734415	129.0	315.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NOG	14.98436009315847	0.004733765515792925	2.3247932583882114	0.513629252945751	0.00108527	8.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACSS2	14.964233322125725	0.004775977394021598	2.320937737505763	0.187551824670284	0.00300218	49.0	143.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TEK	14.942865211304692	0.00482119733272621	2.3168450923792214	0.335162364958986	0.00169802	77.0	192.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TDRD10	14.926473752754752	0.004856170248469628	2.3137060960936653	0.37288284846999	0.00153881	37.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MYO6	14.920227486641325	0.004869562776085248	2.3125100310765037	0.0010289668836895	0.559387	86.0	236.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DDX51	14.91046515911991	0.004890566714589198	2.310640812295969	0.0045605632725926	0.126828	96.0	206.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLBD1	14.8868406355021	0.004941764425905733	2.3061179612746328	0.170602719839996	0.00343066	51.0	113.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PDZRN4	14.874450334759814	0.004968825998083958	2.303746211424141	0.0955911626140342	0.00616079	92.0	240.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNE5	14.851051238860713	0.005020329263579177	2.299267798260138	0.0016818645393785	0.354278	3.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM217	14.836504596806424	0.0050526114163438355	2.2964841009754857	0.0301408216201768	0.0199131	21.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MPHOSPH6	14.824471657476966	0.005079469070722946	2.2941816797840935	0.0057780630799493	0.104502	17.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LAIR1	14.754088296769872	0.005239396164683512	2.2807187621492764	0.0029031544469631	0.215437	24.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PANK4	14.753899972265126	0.005239830642222615	2.2806827497217705	0.0010407715462688	0.601002	61.0	185.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PDZRN3	14.698045507113775	0.005370263745519957	2.270004384614939	0.150902202556088	0.0042625	90.0	223.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DZANK1	14.695220113507165	0.005376945700890924	2.2694643492254127	0.431653055995692	0.00149224	75.0	137.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CSNK1G3	14.673058749305817	0.0054296403179342105	2.2652289389397406	0.512227134173707	0.00127152	29.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRGAP2C	10.3906605870951	0.005542385398503598	2.2563032781525023	0.0055423853985036	NA	9.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATP8B2	14.596344845538132	0.005615991519952582	2.250573556654708	0.0182250507840017	0.0371343	86.0	184.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARHGAP35	14.534906799775712	0.005769748017427983	2.2388431534006292	0.0766185514730175	0.00910859	90.0	182.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SHMT1	14.526796303774438	0.005790351677766735	2.2372950585393485	0.0034320389411893	0.204171	64.0	115.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPS20	14.515570414736944	0.005818988727539137	2.235152484114768	0.74764936165867	0.00094251	5.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DEXI	14.500436718959378	0.005857814532264698	2.2322643828915543	0.0053877915395927	0.131783	8.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CD1D	14.473513617718504	0.005927515449762311	2.227127305382204	0.766244116717156	0.000939181	33.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRAMEF9	10.242861102488256	0.005967479999999999	2.224209027856054	NA	0.00596748	NA	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MET	14.448274373916764	0.005993595496550773	2.2223125706235773	0.148817691491297	0.00489714	109.0	224.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LIMK1	14.412833912673925	0.0060876049379630075	2.215553539356698	0.0033359731354968	0.222367	65.0	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MARC1	10.199078610446717	0.006099555951898003	2.2147017805072475	0.006099555951898	NA	33.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NDUFS3	14.403551142157937	0.006112466485198739	2.213783509108921	0.72024718368463	0.00103473	37.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EHD2	14.388978629469044	0.006151696256247713	2.2110051162320072	0.0037477478142438	0.20031	63.0	137.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLCD3	14.378775061801019	0.006179311519168954	2.209059910037761	0.278976717741765	0.00270471	73.0	171.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SUMF2	14.368109318381617	0.006208307578783895	2.207026774923263	0.755661381642972	0.00100387	53.0	106.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRPC1	14.367167841965092	0.006210873490886969	2.2068473167968343	0.0010083704632455	0.752643	31.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FPR3	14.361432179108672	0.006226528022688857	2.2057540530051707	0.002596722089749	0.293109	24.0	56.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IPO4	14.303434436320336	0.006387012728764401	2.1947022183297817	0.676297283661956	0.00115854	135.0	236.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CELA1	14.252365329616099	0.006531678081151881	2.1849752279501526	0.0071770721677275	0.111993	24.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF324	14.213766249833839	0.0066431458468054405	2.177626212744737	0.0048557696801201	0.168757	63.0	128.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IL23R	14.21287981320324	0.0066457275092135564	2.1774574698088918	0.0015640691279691	0.524151	44.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HCFC2	14.202825472044442	0.0066750787454302124	2.175543606591987	0.0295185719285488	0.0279126	35.0	79.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM186B	14.18041325656776	0.006740963873515262	2.1712780003460055	0.001815471524473	0.458958	95.0	164.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
E2F1	14.17864480941165	0.006746189619607479	2.1709414559734057	0.19238016943696	0.00433497	29.0	69.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TREML4	14.178060292099431	0.006747917736127281	2.170830220535158	0.0069760750571944	0.119581	17.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CITED2	14.175014165516549	0.0067569305873614914	2.1702505424751606	0.0158278450260332	0.0527853	15.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KIAA1211	9.969744422447691	0.0068406521301723	2.1649024943273774	0.0068406521301723	NA	124.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MASP2	14.13265837187716	0.006883481804787021	2.162191831225404	0.0039329871746877	0.216975	100.0	168.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF335	14.129615870302082	0.006892661125074556	2.161613072895329	0.0022330133265087	0.382738	161.0	343.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CPN2	14.126857777938453	0.006900992739427202	2.161088429517398	0.0016039583302992	0.533579	54.0	107.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SMPX	9.94591615843222	0.006922639999999996	2.159728252539751	NA	0.00692264	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CTB-54O9.9	9.92581893364989	0.006992553605152499	2.155364195627483	0.0069925536051525	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KANSL1L	14.081333749478674	0.007039945499652003	2.152430702973231	0.0439836276497382	0.0199061	78.0	149.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADI1	14.076930800029098	0.007053529101129118	2.151593537524722	0.0029326491879683	0.299208	38.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ALKBH6	14.076470337270212	0.007054951163691093	2.1515059882048684	0.003476336462813	0.252471	15.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HAUS3	14.06480771948161	0.007091063024712349	2.1492886546391197	0.207881216541625	0.00424669	51.0	124.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EEF1D	14.063673270364694	0.007094585356797369	2.1490729818156784	0.001519376869109	0.581362	76.0	199.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC15A5	14.063083088957185	0.007096418479005955	2.148960781879228	0.006555150009744	0.13479	52.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NFATC1	14.06062884377332	0.0071040464212319245	2.148494209332637	0.065153452821762	0.013578	104.0	288.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FPGT-TNNI3K	14.048108858783586	0.007143084483461652	2.1461142133103968	0.0028282057723492	0.314761	93.0	336.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC101927550	9.87397892885642	0.007176169999999998	2.1441072816156623	NA	0.00717617	NA	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NTS	14.033313043350743	0.007189489729206171	2.1433019323784674	0.0110372694480647	0.0812537	14.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CENPP	13.997769604212346	0.007302177629652861	2.1365476067957996	0.487691231089184	0.00187188	18.0	415.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC102723313	9.838649842092641	0.007304060000000001	2.136435667899567	NA	0.00730406	NA	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACR	13.991842131313296	0.007321137837583402	2.135421416457819	0.0353540220152356	0.0258983	40.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DEFB108B	13.980774189308168	0.007356670041340845	2.133318722337069	0.247883815755144	0.0037142	10.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RAB33A	9.798862371067031	0.007450819999999997	2.127795928341913	NA	0.00745082	NA	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF777	13.951230105315721	0.007452346838104131	2.1277069408974447	0.322355135744745	0.00289864	61.0	127.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TUBGCP2	13.951033179259273	0.007452988642792443	2.1276695405671906	0.0044778976185524	0.208688	106.0	290.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC27A2	13.93565659752978	0.00750327019430238	2.124749414234661	0.45990670384221	0.00204758	51.0	101.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UBE2F-SCLY	13.932411942194765	0.00751392261697737	2.1241332818827985	0.0236948872856909	0.0398071	9.0	192.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRPS26	13.920196926338043	0.007554158341412228	2.1218139162412344	0.103503300106778	0.00916882	16.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NFASC	13.913507693355996	0.007576281717994674	2.1205438848105125	0.189034242690215	0.00503709	107.0	284.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HOXA1	13.912035824392223	0.007581158157292793	2.1202644430619055	0.0049382948380298	0.192958	37.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C11orf53	13.893764872343448	0.007641948028072983	2.1167959202196944	0.180381202231444	0.00533109	39.0	64.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC39A9	13.87220394990771	0.007714298258387146	2.1127035739911544	0.0179395899968883	0.0541847	16.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPTLC2	13.847500819306457	0.007798017226457261	2.108015809754975	0.001960985047716	0.501856	23.0	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TNFRSF17	13.844491282874573	0.00780827714719166	2.1074447802081813	0.274218926173085	0.00359426	32.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UROS	13.835457278698057	0.007839154752483438	2.1057307620760075	0.386107520196863	0.00256425	31.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF197	13.833369408229235	0.007846307940394627	2.1053346513186733	0.126867967520356	0.00781214	81.0	170.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MPRIP	13.823839517161998	0.007879039242797398	2.1035267364431847	0.0037432122230547	0.26604	216.0	487.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ANXA11	13.811838864007436	0.007920446821256238	2.1012503175857224	0.0037676804442868	0.265903	70.0	113.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C17orf64	13.799922505104407	0.007961774332828575	2.09899013614607	0.369531946950592	0.0027273	18.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RP11-613M10.9	9.663830255553156	0.007971240694035098	2.098474077018214	0.0079712406940351	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RNF8	13.783602836095943	0.008018715815814804	2.0958951776960726	0.0019018809571893	0.534251	36.0	69.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
WDR86	13.77976433655939	0.008032166651170913	2.095167289375712	0.50034344173809	0.00203467	75.0	159.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRIB3	13.778237733102898	0.008037522298026751	2.0948778092283384	0.0011481658107697	0.887338	63.0	108.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IGSF6	13.767812683805998	0.008074189130442912	2.0929010818583644	0.0033808111462534	0.302926	25.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KLF9	13.740356608441193	0.008171542512943232	2.087695955508251	0.0085738391104754	0.1211	11.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FYCO1	13.735790342293601	0.008187844568924128	2.0868304102082704	0.840113329165546	0.00123872	164.0	366.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FIBCD1	13.721657887069917	0.00823850091748984	2.0841518055954324	0.0285224169669634	0.0367446	95.0	173.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ABCF2-H2BE1	9.594633299002298	0.008251860000000003	2.0834481488209455	NA	0.00825186	NA	81.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SDF2L1	13.714568052161004	0.008264029122848043	2.082808161010469	0.480157879021625	0.00219046	23.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADM	13.701428427158861	0.008311545527916556	2.080318211855367	0.0049478171798093	0.213973	21.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PNLIPRP2	13.70136954326368	0.00831175906852016	2.080307054085229	0.0555743597895652	0.0190507	41.0	85.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZZEF1	13.697576437160347	0.008325525968087359	2.079588320245375	0.0354876582382837	0.0298904	269.0	582.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HS6ST3	13.686889540646831	0.008364433675639736	2.0775634581529516	0.0704835712309648	0.0151301	22.0	88.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
COL10A1	13.676755919746176	0.008401491412469072	2.0756436121866892	0.432822063795756	0.0024764	84.0	127.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPLP1	13.671491919971329	0.008420804743709091	2.0746464026747335	0.238186769717996	0.00451186	9.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AUNIP	13.667544288689783	0.008435316891858285	2.0738985975087276	0.0229353327748248	0.0469489	46.0	82.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
COPZ2	13.662346924728006	0.008454460592609927	2.072914095828034	0.0114663787142463	0.0941527	19.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ITM2A	13.661982594392938	0.008455804141510124	2.0728450849776507	0.168809066969376	0.0063965	4.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPRR2G	13.660868452186978	0.008459914084504253	2.0726340474592244	0.0082045920268656	0.131681	4.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PTH2	13.619043451165762	0.008615623806080167	2.064713272396978	0.134356710452803	0.00821113	9.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GSDMD	13.618044278173375	0.008619377701301452	2.0645240880786213	0.0081029203534009	0.136219	35.0	141.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ITGA4	13.612205317052291	0.008641346714135115	2.063418569449287	0.764185321117035	0.0014486	62.0	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PTX4	13.561431169856917	0.008834707564041717	2.053807821417537	0.357535766729656	0.0031758	82.0	156.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NEUROD2	13.55958957390263	0.008841799797022017	2.053459322955699	0.237420481038472	0.0047869	12.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C9orf72	13.556832135593279	0.008852429475839911	2.0529375244258885	0.0085353360795773	0.133337	36.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRFAP1	13.53666148331245	0.008930566626237623	2.049120985138171	0.51329528441478	0.00223967	4.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LBX2	13.513799637609456	0.009019944730908391	2.0447961235595042	0.245899361138182	0.00472888	35.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MOB1A	13.506766087154919	0.00904761787900058	2.043465749875913	0.473539795642416	0.00246426	13.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MFSD9	13.478529431147487	0.009159551810548405	2.0381257764377994	0.0021363895058035	0.55398	69.0	124.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC651337	9.372133683009311	0.009222889999999997	2.035132971095272	NA	0.00922289	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DNPH1	13.461309708621354	0.009228476724549054	2.0348699787918907	0.1097833275846	0.0108737	24.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
