GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_CASE_PVAL	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
TAF1B	4.603401967809678	0.3304621338520357	0.4808782971503772	0.126495530442539	0.791241	58.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CXCL5	4.603201840159619	0.33048518657629083	0.4808480022369054	0.184806265669322	0.54164	15.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TACR1	4.603168454377213	0.3304890324149089	0.48084294840441955	0.780635711764703	0.128229	32.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RRP8	4.603077678305052	0.33049948944862373	0.48082920707037335	0.175073069276725	0.571788	61.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
AGMAT	4.602765862525908	0.3305354114006297	0.48078200621749645	0.30446598019613	0.328839	31.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIAA0100	4.6021206492397235	0.3306097516303481	0.4806843406714364	0.170684583640018	0.58677	169.0	80.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
XPNPEP2	2.2135046581724422	0.33063100000000006	0.48065642935571756	NA	0.330631	NA	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CD207	4.60084130876119	0.33075719487625516	0.48049069994145915	0.763770954632249	0.131213	42.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NRL	4.600372062750925	0.33081128857216135	0.4804196790440678	0.502572995111448	0.199454	17.0	84.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNQ1	4.600076224249769	0.33084539590149387	0.48037490469119787	0.665222532947898	0.150709	61.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PGLS	4.600056728424712	0.33084764368247377	0.48037195408172273	1.0	0.100256	31.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CTU2	4.59950916599121	0.33091078022808607	0.48028908440463725	0.611015024843179	0.164126	94.0	84.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CNST	4.599329427565182	0.3309315070509395	0.48026188292486305	0.34333212867295	0.292115	65.0	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CEP97	4.599238103534265	0.3309420386303418	0.4802480621373414	0.758000003234124	0.132318	69.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ADIRF	4.598727792837586	0.33100089317736625	0.48017083431649227	0.216262454963539	0.463893	4.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DIAPH3	4.598721011098634	0.3310016753779665	0.4801698080201588	0.125624194463724	0.798596	130.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TADA3	4.598671643818334	0.33100736940760495	0.48016233716860074	0.191630115099472	0.523537	29.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIM63	4.598341855788515	0.33104540924676557	0.4801124302947358	1.0	0.100342	41.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF517	4.598022971881512	0.3310821947060422	0.48006417457514583	1.0	0.100358	41.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HIST1H2BG	2.210584436205805	0.33111411056621787	0.4800223112126962	0.331114110566218	NA	15.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNA1	4.597455503606918	0.3311476642840643	0.4799783038576777	0.173638173423894	0.578136	24.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MDGA1	4.596436234716124	0.3312652850643246	0.47982407361078616	0.779420251718353	0.128862	96.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RAP2A	4.5961275582850485	0.3313009121422166	0.47977736841086815	0.162161408962062	0.619464	5.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OASL	4.5956599750918254	0.3313548859715744	0.4797066211650858	0.697865929213002	0.143977	73.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TNFRSF19	4.595485186208629	0.33137506394469896	0.4796801754540151	0.872534401720317	0.115165	49.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GPSM2	4.595438132664308	0.3313804960687335	0.4796730562636662	0.112805975401509	0.890802	49.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GSE1	4.595084688844951	0.3314213019052875	0.4796195810023696	0.266198258981349	0.377559	303.0	147.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIAA0895L	4.5948416254261835	0.3314493664546124	0.4795828067732538	0.214254608465308	0.469151	38.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DMXL2	4.594513276831657	0.33148728124574856	0.4795331302780774	0.251415493429305	0.399873	217.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF526	4.593801845177972	0.33156944313936865	0.47942550009835894	0.411188121853541	0.244584	84.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RECQL4	4.593365287442211	0.33161986853577713	0.479359457202116	0.142609032017251	0.705369	244.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TNXB	4.593004057658726	0.33166159773854537	0.4793048114342426	0.100610160357257	1.0	241.0	267.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RGL4	4.592984968928029	0.3316638029838193	0.47930192378407066	0.347064150173057	0.289892	69.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
UGT2B28	4.591693616083843	0.3318130154448353	0.4791065826726918	0.610906102180596	0.164798	56.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MZT2B	4.591321556199287	0.3318560160886314	0.47905030479484084	0.578582912478988	0.174037	34.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MAGEA10-MAGEA5	2.205680427521532	0.331927	0.4789574192573034	NA	0.331927	NA	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MAGEA10	2.205680427521532	0.331927	0.4789574192573034	NA	0.331927	NA	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPTY2D1	4.590374125576469	0.3319655353190853	0.47890700243359907	0.202368634104437	0.497817	56.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GARNL3	4.589504365280393	0.33206610194545594	0.47877545589641823	0.136492727914861	0.738401	57.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLFN5	4.589186715286169	0.3321028365946172	0.478727414940222	0.4205776775761	0.239676	92.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TPRG1-AS2	2.2045961456660326	0.33210699999999976	0.478721970443968	NA	0.332107	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PEX14	4.589068242912034	0.33211653818095727	0.4787094975967429	0.798583161239887	0.126234	32.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANKRD27	4.588590055458256	0.3321718462486326	0.47863717964202734	0.127692426528825	0.789651	119.0	62.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SEPTIN8	2.2039819801134852	0.3322089999999999	0.47858860608874454	NA	0.332209	NA	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RASA4	4.5872574690123376	0.33232601508954607	0.47843566002251603	0.388192067880451	0.259922	3.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KRT82	4.58667866014852	0.33239299636900166	0.47834813552071787	0.223194693735415	0.452201	72.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RPL27	4.586620132142262	0.33239976999199855	0.47833928540309023	0.791305574457659	0.127551	10.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SCARA5	4.586421396244709	0.3324227711321233	0.4783092344718424	0.256632032434653	0.393333	46.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIAA1549	4.586389969418856	0.33242640850358124	0.47830448244566504	0.124170828556853	0.81294	207.0	119.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CLIC6	4.584868939404489	0.3326024925331798	0.478074500488268	0.70764758896255	0.142755	75.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
UFSP2	4.584604478454854	0.33263311590695044	0.47803451597124424	0.334417646081126	0.302118	43.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BCAS3	4.584272035526421	0.3326716145229556	0.4779842540814788	0.215981930142036	0.467865	74.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DNAH7	4.584185882421375	0.33268159208812587	0.47797122881473775	0.124076363538249	0.814456	416.0	240.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EPS8	4.582689531484768	0.332854926164609	0.4777450112216233	0.753529001102578	0.134209	68.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MTMR3	4.582393016352812	0.33288928251799926	0.4777001868746312	0.344650829256357	0.293472	83.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LIX1L-AS1	2.1997241386373982	0.33291700000000013	0.47766402755980275	NA	0.332917	NA	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LCE2B	4.582073801454374	0.3329262722365302	0.47765193197716915	0.453023528596207	0.223303	20.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RBFOX1	4.5820212095628285	0.332932366755226	0.47764398189381957	0.205307772755741	0.492744	75.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HMGB3	2.1995619426234265	0.33294399999999996	0.4776288071428756	NA	0.332944	NA	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ATP1B4	2.1990934502357873	0.333022	0.47752707531349287	NA	0.333022	NA	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
WASF3	4.581130405445445	0.3330356097410256	0.477509327192784	0.133135019660445	0.7602	60.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CES5A	4.581124674752639	0.33303627400441105	0.4775084609621867	0.13134968813334	0.770535	62.0	58.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TCP1	4.580929456200993	0.33305890306705666	0.47747895263551	0.38991279268514	0.259595	29.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CSNK1E	4.580586827489977	0.33309862241693317	0.47742716339997127	0.700498565888279	0.144521	43.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MIP	4.5805455835205855	0.3331034038966263	0.47742092934434227	0.424083213104013	0.238724	24.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC105372068	2.198282857275949	0.333157	0.47735105728872923	NA	0.333157	NA	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
POLR3A	4.57991715313505	0.3331762657135319	0.4773259437501751	0.257148297315058	0.393822	109.0	58.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
THTPA	4.579310681125398	0.33324659385010613	0.4772342808628303	0.141525648642619	0.715781	26.0	169.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KRTAP4-2	4.578323617880704	0.33336108206385057	0.4770851028627634	0.127236658322295	0.796558	17.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LORICRIN	2.196890605222115	0.3333890000000001	0.47704873359652966	NA	0.333389	NA	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZBTB38	4.577427738509607	0.33346502152643026	0.476949714235435	0.436633541554323	0.232224	61.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FANCD2OS	4.577110987093625	0.33350177713611445	0.47690184750949594	0.814822815472088	0.12446	19.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NID1	4.5767190483938	0.33354726196203277	0.4768426200531039	0.208690413565298	0.486044	151.0	93.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CABLES1	4.576367691304221	0.3335880415230366	0.47678952636057126	0.175161467946255	0.579183	29.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USP17L1	2.195323658696113	0.33365030371655	0.47670847548168976	0.33365030371655	NA	42.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
B4GALT3	4.575673192514035	0.3336686590079202	0.47668458405284364	0.741519042882551	0.136862	40.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR6C6	4.574836231071938	0.33376583451145214	0.47655812134925823	0.144101853750661	0.704559	31.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC39A13	4.574693543420577	0.3337824035612821	0.4765365623172585	0.190185551793756	0.533876	35.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BCL9	4.573579424774188	0.3339117991449752	0.476368234395715	0.47475596156886	0.213988	132.0	89.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF490	4.572575412605306	0.3340284415311299	0.47621655272692776	0.226430555497848	0.448893	41.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MINOS1	2.193027178660232	0.33403363438296396	0.4762098011779977	0.334033634382964	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PIWIL3	4.572282588184786	0.3340624669852279	0.4761723160316415	0.46341929764661	0.219365	110.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MET	4.57227115043324	0.3340637960797891	0.4761705881593342	0.148817691491297	0.683108	109.0	60.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HYLS1	4.572235360224065	0.334067955016809	0.47616518143110914	0.333163053992138	0.305137	37.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NANP	4.571988715534482	0.33409661705878496	0.476127921848072	0.303525694831733	0.334973	19.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
INHBB	4.5717134478471495	0.3341286076650159	0.4760863390306164	0.598506819687156	0.169901	21.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR51A2	4.571451397589492	0.33415906449115124	0.47604675358833726	0.116152639964957	0.875574	8.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR51M1	4.5714162770672555	0.33416314654911666	0.47604144831725714	0.117086478199529	0.868606	42.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IRF2BP2	4.571279062193956	0.3341790954190445	0.4760207208941837	0.291826134168073	0.348526	32.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUP62	4.57089819743465	0.3342233676244462	0.4759631891656253	0.560344847958019	0.181546	58.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC22A18	4.570513025919362	0.33426814527558146	0.4759050083616676	0.129604998189211	0.785062	56.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ST20-MTHFS	4.570188161901817	0.33430591572168245	0.4758559382666847	0.287479236801543	0.353989	17.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PLK1	4.570152878852806	0.3343100181273366	0.4758506088928306	0.124596772453127	0.816765	63.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CPS1	4.569913563031397	0.33433784476109185	0.47581446145509065	0.240988738192579	0.422337	96.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
POLD1	4.569664807218925	0.33436677102194506	0.4757768887654996	0.235569246740196	0.432107	117.0	96.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CDH8	4.569540870247566	0.33438118363392716	0.47575816925298064	0.632922950180659	0.160837	53.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
P2RY2	4.569454665277186	0.3343912086932762	0.4757451488950642	0.728576555389616	0.139727	58.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RAB13	4.568339312319953	0.3345209386650644	0.4755766932561168	0.345471951358767	0.294839	15.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ENDOU	4.568316026813697	0.33452364750404673	0.4755731764984994	0.442480041824829	0.230202	42.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OGT	2.1900634132195016	0.33452899999999997	0.4755662276897154	NA	0.334529	NA	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SERPINB3	4.568147722252301	0.3345432271613966	0.47554775800157767	0.616218802522045	0.165312	65.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MARCH7	2.189895264574594	0.334557126481357	0.47552971467540395	0.334557126481357	NA	59.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIM15	4.567952620325361	0.33456592544099595	0.4755182927415551	0.842233929036939	0.120962	39.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EPHX3	4.567768765869625	0.33458731632202715	0.4754905264810986	0.1806137824544	0.564119	25.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
STK17B	4.567612935945306	0.33460544750351473	0.47546699283728755	0.191094509082231	0.533221	19.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ASTN2	4.567551707416254	0.33461257180548587	0.47545774608975744	0.333362966915517	0.305669	150.0	121.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SEC61A1	4.567528667983757	0.3346152526116511	0.4754542666787642	0.408844115829607	0.249239	8.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GPR25	4.56749986640936	0.3346186039095067	0.4754499170776443	0.390520953466073	0.260937	24.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DGKD	4.567282263503157	0.33464392465743886	0.4754170550522343	0.526097513109212	0.193714	79.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CCK	2.189047339031654	0.334698996319555	0.475345589983222	0.334698996319555	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GTF2H2	2.1890114642506355	0.3347049999999999	0.47533779987350433	NA	0.334705	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MX1	4.565731788442387	0.3348243861411773	0.4751829187168237	0.2439165033938	0.418141	78.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SH3D19	4.564630172018526	0.33495265226079346	0.47501657897851823	0.752453059066552	0.13562	101.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
P2RY12	4.564579756557737	0.33495852330801956	0.4750089667352646	0.114828872545932	0.888716	28.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PAQR3	4.563634227394409	0.3350686487117461	0.474866205791877	0.641362607239735	0.15919	29.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
COG7	4.56340329437255	0.3350955498328472	0.47483133968448754	0.50623334499843	0.201706	69.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HBD	4.563276859866328	0.3351102787816788	0.47481225091823176	0.102116758423171	1.0	20.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RASGRP1	4.562718070977326	0.3351753809851785	0.47472788829636575	0.249544479753882	0.409327	63.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
WNK1	4.562552661737608	0.33519465409763133	0.4747029163974096	0.213797975117917	0.477805	223.0	131.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TCF24	4.562437057971953	0.335208124519807	0.47468546381455284	0.275129327795718	0.371315	4.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CD80	4.5600562994703555	0.33548563333563847	0.4743260731005012	0.294967981574057	0.346754	31.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RGS13	4.559734099323841	0.3355232042653523	0.4742774393223528	0.552468373285544	0.185165	14.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NPIPB6	4.559407044582563	0.335561344752043	0.4742280738498532	0.385115993400013	0.265672	4.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SMAD4	4.559363827132981	0.335566384948706	0.47422155071125643	0.650940286857424	0.157183	27.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KRT38	4.558320254192941	0.3356881092785129	0.4740640420292809	0.527213751386747	0.194172	65.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CYFIP2	4.558279533018239	0.3356928597963756	0.4740578961187203	0.198155018750158	0.516627	40.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USP50	4.558180025874147	0.33570446849307367	0.4740428779090667	0.24777480023043	0.413187	34.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TBC1D7	4.55765081946636	0.33576621218673575	0.4739630086123219	0.165952678522146	0.61707	41.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GPR26	4.556214477003677	0.33593383968655444	0.47374624608715976	0.869968926172353	0.117795	21.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TLR3	4.555307127300477	0.3360397662141032	0.47360932610584294	0.350536250099571	0.292479	84.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC37A4	4.555131015200635	0.336060329154602	0.47358275157727303	0.303526925706516	0.337807	49.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PIGU	4.554696469096426	0.33611107132912016	0.47351718185377983	0.326256518823097	0.314341	35.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
XXbac-BPG181M17.5	2.1804663885674866	0.336138099083245	0.4734822602651856	0.336138099083245	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CLPX	4.554069824482941	0.3361842558356764	0.4734226292778523	0.673100618970014	0.152411	42.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNH5	4.554038717869475	0.3361878890466984	0.47341793579520147	0.183373075426432	0.559458	60.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MPEG1	4.553762289332185	0.3362201769238488	0.4733762276492133	0.431846537352852	0.237593	87.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC30A5	4.552877634435809	0.33632352471455973	0.4732427541649874	0.581051328970687	0.176661	50.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LGALS4	4.552729169812342	0.33634087126764933	0.47322035514302774	0.890437244038962	0.115288	45.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RP11-322E11.6	2.178509466112128	0.336467158139855	0.4730573199532482	0.336467158139855	NA	7.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PDYN-AS1	2.1784509658040316	0.336477	0.4730446167727502	NA	0.336477	NA	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
